Stage,Division,Group/Bracket,Round,Match format,Team A,Team B,Winning team,Game 1 - Score team A,Game 1 - Score team B,Game 2 - Score team A,Game 2 - Score team B,Game 3 - Score team A,Game 3 - Score team B,Team A - Player 1,Team A - Player 2,Team A - Player 3,Team B - Player 1,Team B - Player 2,Team B - Player 3
Pool Play,Intermediate/Advanced 3.0-4.0,Pool A,4,Single game,"ASL Flemming/Peterson ",team dre,"ASL Flemming/Peterson ",15,7,,,,,Evan Flemming,Grady Peterson,,Boston Reid,Max Petersen,
Pool Play,Intermediate/Advanced 3.0-4.0,Pool A,5,Single game,Silly Gooses,"ASL Flemming/Peterson ","ASL Flemming/Peterson ",12,15,,,,,Chris Sorensen,Sidney Pharr,,Evan Flemming,Grady Peterson,
Pool Play,Intermediate/Advanced 3.0-4.0,Pool A,5,Single game,The Empire Spikes Back,team dre,The Empire Spikes Back,15,12,,,,,Austin Galvan,Michael Sampson,,Boston Reid,Max Petersen,
Pool Play,Intermediate/Advanced 3.0-4.0,Pool A,5,Single game,Skewered Orbs ™,Hart/Whittier,Hart/Whittier,14,16,,,,,Brian Balderree,Kyle Sharp,,Peter Hart,Korven Whittier,
Pool Play,Intermediate/Advanced 3.0-4.0,Pool A,5,Single game,Brim Breakers,The Outfitters,Brim Breakers,15,6,,,,,Devin Perkins,Miles Egbert,,Jonathan Dusett,Luke Menear,
Pool Play,Intermediate/Advanced 3.0-4.0,Pool A,6,Single game,Silly Gooses,Skewered Orbs ™,Silly Gooses,15,8,,,,,Chris Sorensen,Sidney Pharr,,Brian Balderree,Kyle Sharp,
Pool Play,Intermediate/Advanced 3.0-4.0,Pool A,6,Single game,The Empire Spikes Back,"ASL Flemming/Peterson ","ASL Flemming/Peterson ",15,17,,,,,Austin Galvan,Michael Sampson,,Evan Flemming,Grady Peterson,
Pool Play,Intermediate/Advanced 3.0-4.0,Pool A,6,Single game,Hart/Whittier,The Outfitters,Hart/Whittier,15,10,,,,,Peter Hart,Korven Whittier,,Jonathan Dusett,Luke Menear,
Pool Play,Intermediate/Advanced 3.0-4.0,Pool A,6,Single game,team dre,Brim Breakers,Brim Breakers,7,15,,,,,Boston Reid,Max Petersen,,Devin Perkins,Miles Egbert,
Pool Play,Intermediate/Advanced 3.0-4.0,Pool A,7,Single game,Silly Gooses,The Empire Spikes Back,Silly Gooses,15,13,,,,,Chris Sorensen,Sidney Pharr,,Austin Galvan,Michael Sampson,
Pool Play,Intermediate/Advanced 3.0-4.0,Pool A,7,Single game,Skewered Orbs ™,The Outfitters,Skewered Orbs ™,15,9,,,,,Brian Balderree,Kyle Sharp,,Jonathan Dusett,Luke Menear,
Pool Play,Intermediate/Advanced 3.0-4.0,Pool A,7,Single game,"ASL Flemming/Peterson ",Brim Breakers,"ASL Flemming/Peterson ",15,9,,,,,Evan Flemming,Grady Peterson,,Devin Perkins,Miles Egbert,
Pool Play,Intermediate/Advanced 3.0-4.0,Pool A,7,Single game,Hart/Whittier,team dre,Hart/Whittier,15,8,,,,,Peter Hart,Korven Whittier,,Boston Reid,Max Petersen,
Bracket Stage,Intermediate/Advanced 3.0-4.0,A Bracket,Quarter-final,Best of 3,Hart/Whittier,The Outfitters,Hart/Whittier,21,8,21,10,,,Peter Hart,Korven Whittier,,Jonathan Dusett,Luke Menear,
Bracket Stage,Intermediate/Advanced 3.0-4.0,A Bracket,Quarter-final,Best of 3,"ASL Flemming/Peterson ",team dre,"ASL Flemming/Peterson ",21,12,21,11,,,Evan Flemming,Grady Peterson,,Boston Reid,Max Petersen,
Bracket Stage,Intermediate/Advanced 3.0-4.0,A Bracket,Quarter-final,Best of 3,Brim Breakers,Skewered Orbs ™,Brim Breakers,21,14,22,20,,,Devin Perkins,Miles Egbert,,Brian Balderree,Kyle Sharp,
Bracket Stage,Intermediate/Advanced 3.0-4.0,A Bracket,Quarter-final,Best of 3,Silly Gooses,The Empire Spikes Back,Silly Gooses,23,21,21,12,,,Chris Sorensen,Sidney Pharr,,Austin Galvan,Michael Sampson,
Bracket Stage,Intermediate/Advanced 3.0-4.0,A Bracket,Semi-final,Best of 3,Hart/Whittier,Silly Gooses,Silly Gooses,20,22,22,20,18,21,Peter Hart,Korven Whittier,,Chris Sorensen,Sidney Pharr,
Bracket Stage,Intermediate/Advanced 3.0-4.0,A Bracket,Semi-final,Best of 3,"ASL Flemming/Peterson ",Brim Breakers,"ASL Flemming/Peterson ",21,18,21,15,,,Evan Flemming,Grady Peterson,,Devin Perkins,Miles Egbert,
Bracket Stage,Intermediate/Advanced 3.0-4.0,A Bracket,P5: Semi-final,Best of 3,The Empire Spikes Back,The Outfitters,The Empire Spikes Back,21,13,21,13,,,Austin Galvan,Michael Sampson,,Jonathan Dusett,Luke Menear,
Bracket Stage,Intermediate/Advanced 3.0-4.0,A Bracket,P5: Semi-final,Best of 3,Skewered Orbs ™,team dre,Skewered Orbs ™,21,7,5,0,,,Brian Balderree,Kyle Sharp,,Boston Reid,Max Petersen,
Bracket Stage,Intermediate/Advanced 3.0-4.0,A Bracket,Final,Best of 3,Silly Gooses,"ASL Flemming/Peterson ","ASL Flemming/Peterson ",13,21,22,24,,,Chris Sorensen,Sidney Pharr,,Evan Flemming,Grady Peterson,
Bracket Stage,Intermediate/Advanced 3.0-4.0,A Bracket,P3: Final,Best of 3,Brim Breakers,Hart/Whittier,Brim Breakers,22,24,25,23,21,18,Devin Perkins,Miles Egbert,,Peter Hart,Korven Whittier,
Bracket Stage,Intermediate/Advanced 3.0-4.0,A Bracket,P5: Final,Best of 3,The Empire Spikes Back,Skewered Orbs ™,The Empire Spikes Back,21,18,21,11,,,Austin Galvan,Michael Sampson,,Brian Balderree,Kyle Sharp,
Bracket Stage,Intermediate/Advanced 3.0-4.0,A Bracket,P7: Final,Best of 3,team dre,The Outfitters,team dre,21,17,21,13,,,Boston Reid,Max Petersen,,Jonathan Dusett,Luke Menear,
